Marital status,Application order,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (pass rate),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (pass rate),Curricular units 2nd sem (grade),Target
5,1,1,1,120.0,37,37,116.0,0,0,1,1,1,1,34,0,5,1,0.2,17.0,5,2,0.4,11.0,1
1,1,1,1,110.0,1,1,99.0,0,0,0,1,1,0,21,0,5,5,1.0,11.0,5,3,0.6,11.428571428571429,1
1,1,1,1,133.0,1,19,132.0,0,0,0,1,1,1,20,0,6,5,0.8333333333333334,11.142857142857142,6,6,1.0,11.571428571428571,1
1,1,1,1,110.0,12,19,125.0,0,0,0,0,1,0,31,0,8,5,0.625,12.166666666666666,7,5,0.7142857142857143,12.0,0
1,1,1,1,126.0,1,1,116.2,0,0,1,0,1,0,21,0,5,2,0.4,11.0,5,2,0.4,11.5,0
1,2,1,19,133.1,34,34,100.0,1,0,0,0,1,0,27,0,5,1,0.2,11.0,5,3,0.6,10.666666666666666,0
1,6,1,1,136.0,38,38,132.9,1,0,0,1,1,0,19,0,6,4,0.6666666666666666,13.25,6,5,0.8333333333333334,11.8,1
1,4,1,1,129.0,3,1,132.5,1,0,0,1,1,0,21,0,6,0,0.0,0.0,6,1,0.16666666666666666,10.0,1
1,1,1,39,140.0,19,19,140.0,1,0,0,0,1,0,21,0,6,2,0.3333333333333333,12.5,6,0,0.0,0.0,0
1,1,1,1,160.0,34,34,100.1,0,0,0,0,1,0,35,0,10,7,0.7,12.142857142857142,9,4,0.4444444444444444,12.25,0
1,1,1,1,133.1,37,36,128.2,0,0,0,1,1,0,28,0,5,3,0.6,12.0,5,3,0.6,11.333333333333334,0
1,1,1,1,140.0,1,1,133.4,0,0,0,1,1,0,24,0,6,4,0.6666666666666666,11.25,6,4,0.6666666666666666,10.428571428571429,1
1,3,1,1,142.0,34,1,136.1,1,0,0,0,1,0,19,0,4,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,138.0,1,1,123.0,0,0,1,0,1,0,20,0,6,5,0.8333333333333334,12.4,6,4,0.6666666666666666,13.0,1
1,1,1,1,131.0,3,19,130.3,1,0,0,1,1,1,20,0,6,6,1.0,12.833333333333334,6,6,1.0,12.666666666666666,1
1,1,1,1,160.0,37,37,153.7,0,0,0,1,1,0,19,0,5,1,0.2,13.0,5,2,0.4,10.0,1
1,1,1,1,110.0,40,1,142.5,0,0,1,0,1,0,37,0,7,5,0.7142857142857143,12.0,7,3,0.42857142857142855,11.666666666666666,0
1,1,1,1,124.0,37,38,114.6,1,0,0,1,1,0,19,0,6,2,0.3333333333333333,12.0,6,1,0.16666666666666666,13.0,0
1,1,1,1,120.0,37,37,108.5,0,0,0,1,1,0,36,0,7,0,0.0,0.0,7,0,0.0,0.0,0
1,1,1,12,133.1,37,37,140.0,0,0,0,1,1,0,29,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,133.1,38,37,120.0,0,0,0,1,1,0,30,0,6,6,1.0,11.375,6,5,0.8333333333333334,11.6,1
1,1,1,19,133.1,2,1,120.0,0,0,1,1,1,0,32,0,6,2,0.3333333333333333,12.0,6,0,0.0,0.0,0
1,1,0,1,123.0,3,1,127.6,1,0,0,1,1,0,26,0,6,6,1.0,11.833333333333334,6,6,1.0,11.666666666666666,1
2,1,1,39,140.0,37,37,140.0,0,0,0,1,1,0,37,0,6,1,0.16666666666666666,12.0,6,2,0.3333333333333333,10.5,0
1,1,1,1,138.7,1,12,111.3,0,0,0,1,1,0,27,0,6,3,0.5,12.0,6,2,0.3333333333333333,11.0,0
1,1,1,1,131.0,38,1,131.0,1,0,0,1,1,1,18,0,6,6,1.0,12.714285714285714,6,5,0.8333333333333334,11.833333333333334,1
1,1,1,1,149.0,38,37,139.5,0,0,0,1,1,1,18,0,8,8,1.0,15.3,8,8,1.0,15.3,1
2,2,1,19,133.1,38,19,110.0,0,0,0,0,1,0,32,0,8,2,0.25,11.5,7,0,0.0,0.0,0
1,1,1,39,130.0,3,19,130.0,0,0,0,1,1,0,20,0,5,1,0.2,13.0,5,3,0.6,12.6,1
1,1,1,1,120.0,3,3,115.0,0,0,0,1,1,0,22,0,6,0,0.0,0.0,6,0,0.0,0.0,0
4,1,1,1,133.1,1,19,154.3,0,0,0,1,0,0,32,0,7,0,0.0,0.0,8,0,0.0,0.0,0
1,1,1,1,143.0,1,37,135.0,1,0,0,1,0,0,21,0,5,4,0.8,11.0,5,5,1.0,12.0,1
1,4,1,1,126.0,1,1,115.2,0,0,0,0,0,0,19,0,6,3,0.5,12.666666666666666,6,5,0.8333333333333334,13.125,0
1,1,1,1,125.0,19,1,130.6,1,0,0,1,0,1,18,0,6,6,1.0,13.5,6,6,1.0,14.0,1
1,4,1,1,123.0,1,1,117.4,1,0,0,1,0,1,18,0,5,5,1.0,12.0,5,5,1.0,11.4,1
1,1,1,2,150.0,3,37,150.0,1,0,1,0,0,0,38,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,3,1,1,132.0,34,34,131.3,1,0,0,1,0,0,21,0,6,5,0.8333333333333334,11.8,6,4,0.6666666666666666,10.5,0
1,1,1,1,133.0,34,37,120.4,0,0,0,0,0,0,21,0,6,2,0.3333333333333333,11.5,6,1,0.16666666666666666,13.0,0
1,1,0,1,122.0,37,37,113.6,0,0,0,1,1,0,26,0,5,2,0.4,11.5,5,3,0.6,12.0,1
1,4,1,1,137.0,19,38,125.0,1,0,0,1,0,0,19,0,7,6,0.8571428571428571,14.616666666666667,7,6,0.8571428571428571,14.616666666666667,1
1,6,1,1,145.0,19,37,132.3,1,0,0,1,0,1,19,0,8,7,0.875,14.06,8,7,0.875,14.06,1
1,1,1,1,150.0,1,1,142.7,0,0,1,1,0,0,18,0,6,4,0.6666666666666666,11.0,6,3,0.5,11.333333333333334,0
1,1,1,3,130.0,37,37,130.0,0,0,0,1,0,0,25,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,6,1,1,136.0,37,1,120.8,1,0,0,1,0,0,19,0,14,7,0.5,12.192307692307692,14,7,0.5,12.192307692307692,1
1,2,1,1,131.0,1,19,130.3,1,0,0,1,0,1,18,0,6,6,1.0,12.833333333333334,6,6,1.0,12.333333333333334,1
1,1,1,1,130.0,37,37,119.9,0,0,0,1,0,1,19,0,5,5,1.0,12.875,5,5,1.0,11.833333333333334,1
1,1,1,1,108.0,19,38,110.5,1,0,0,1,0,1,22,0,6,6,1.0,12.166666666666666,6,6,1.0,12.5,1
1,1,1,39,160.0,38,38,160.0,1,0,0,1,0,0,21,0,6,6,1.0,13.428571428571429,6,6,1.0,12.857142857142858,1
1,1,1,1,113.0,19,37,118.6,1,0,0,1,0,1,21,0,6,6,1.0,14.5,6,6,1.0,14.666666666666666,1
1,1,1,1,113.0,38,38,112.3,0,0,0,1,0,1,20,0,7,7,1.0,12.142857142857142,7,7,1.0,12.857142857142858,1
2,1,1,1,137.0,19,37,124.4,0,0,0,1,0,0,19,0,5,4,0.8,11.25,5,3,0.6,11.714285714285714,1
1,4,1,1,148.0,19,19,125.0,1,0,0,1,0,0,18,0,7,6,0.8571428571428571,13.9,7,6,0.8571428571428571,13.9,1
1,1,1,1,130.0,19,19,105.8,0,0,0,1,0,0,26,0,7,3,0.42857142857142855,13.766666666666666,7,3,0.42857142857142855,12.066666666666668,0
1,1,1,2,133.1,34,34,121.5,1,0,0,1,0,0,31,0,15,13,0.8666666666666667,11.615384615384617,14,11,0.7857142857142857,12.545454545454543,0
1,1,1,1,138.0,37,38,134.2,1,0,0,1,0,1,18,0,6,6,1.0,15.166666666666666,6,6,1.0,14.142857142857142,1
4,1,1,3,130.0,19,1,130.0,0,0,0,1,0,0,35,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,127.0,37,37,122.8,1,0,0,1,0,0,19,0,5,2,0.4,14.5,5,3,0.6,11.333333333333334,1
1,1,1,1,115.0,19,38,108.7,0,0,0,1,0,1,19,0,6,5,0.8333333333333334,10.8,6,6,1.0,10.714285714285714,1
1,2,1,1,147.0,3,1,136.7,0,0,0,1,0,0,18,0,7,7,1.0,13.995714285714287,8,8,1.0,14.955555555555556,1
1,1,1,1,132.0,38,38,119.1,0,0,0,1,0,0,20,0,6,6,1.0,13.285714285714286,6,6,1.0,11.8,1
1,4,1,1,146.0,1,1,151.3,1,0,0,1,0,1,19,0,12,12,1.0,12.75,11,11,1.0,13.25,1
1,1,1,1,109.0,19,37,108.3,0,0,0,1,0,1,21,0,6,2,0.3333333333333333,10.5,6,5,0.8333333333333334,12.4,1
1,1,1,1,133.0,38,38,127.4,0,0,1,1,0,1,18,0,7,7,1.0,12.714285714285714,7,7,1.0,12.285714285714286,1
1,1,1,1,124.0,19,19,124.0,0,0,0,1,0,0,23,0,8,8,1.0,12.88625,8,8,1.0,12.88625,1
1,1,1,1,133.1,1,1,155.0,0,0,0,1,0,1,21,0,6,5,0.8333333333333334,13.0,6,6,1.0,12.666666666666666,1
1,1,1,1,121.0,37,38,114.0,0,0,0,1,0,1,19,0,5,5,1.0,12.2,5,5,1.0,11.2,1
1,2,1,1,129.0,38,19,118.9,1,0,0,1,0,0,19,0,5,4,0.8,12.8,5,3,0.6,14.5,1
1,1,1,42,160.0,19,37,160.0,1,0,0,1,0,0,20,0,11,11,1.0,13.785714285714286,9,9,1.0,13.88888888888889,1
1,1,1,1,131.0,3,19,126.1,0,0,0,1,0,0,18,0,5,0,0.0,0.0,5,4,0.8,13.25,1
1,1,1,1,150.0,37,37,136.5,1,0,0,1,0,1,18,0,8,8,1.0,14.50125,8,8,1.0,14.50125,1
2,5,1,1,130.0,1,19,122.3,0,0,0,1,0,0,19,0,7,6,0.8571428571428571,14.35,7,6,0.8571428571428571,14.35,1
1,1,1,1,133.1,38,19,128.0,0,0,0,1,0,1,21,0,6,6,1.0,11.5,6,6,1.0,12.333333333333334,1
1,1,1,1,154.0,38,38,156.5,1,1,0,1,0,1,18,0,6,6,1.0,11.714285714285714,6,6,1.0,14.666666666666666,1
1,1,1,1,126.0,37,19,125.7,0,0,0,1,0,0,20,0,6,6,1.0,13.571428571428571,6,5,0.8333333333333334,13.6,1
1,1,1,1,150.0,19,38,143.0,0,0,0,1,0,0,18,0,6,5,0.8333333333333334,13.0,6,6,1.0,13.666666666666666,1
1,5,1,1,141.0,19,19,131.9,1,0,0,1,0,1,18,0,7,7,1.0,13.56875,8,8,1.0,14.02625,1
2,1,0,1,134.0,37,37,113.7,0,0,0,1,0,0,32,0,5,5,1.0,10.2,5,4,0.8,11.25,1
1,2,1,1,146.0,3,3,155.1,1,0,0,1,0,0,18,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,3,1,1,134.0,19,37,121.1,1,0,0,1,0,0,19,0,6,5,0.8333333333333334,12.2,6,5,0.8333333333333334,11.8,1
1,3,1,1,139.0,1,19,130.3,1,0,0,1,0,1,18,0,8,8,1.0,14.15375,8,8,1.0,14.15375,1
1,6,1,1,136.0,1,1,123.3,0,0,0,0,0,0,18,0,8,0,0.0,0.0,8,0,0.0,0.0,0
1,5,1,1,110.0,19,38,117.4,1,0,0,1,0,0,20,0,6,6,1.0,13.833333333333334,6,6,1.0,12.833333333333334,1
1,1,1,1,135.0,1,12,140.3,1,0,0,1,0,0,19,0,6,6,1.0,13.428571428571429,6,4,0.6666666666666666,14.0,1
1,4,1,1,129.0,38,37,120.0,1,0,0,1,0,0,19,0,8,7,0.875,12.454285714285716,8,7,0.875,12.454285714285716,1
1,1,1,1,139.0,38,38,133.4,0,0,0,1,0,0,18,0,5,1,0.2,11.0,5,0,0.0,0.0,1
1,4,1,1,137.0,1,19,126.7,1,0,0,1,0,0,18,0,7,0,0.0,0.0,8,0,0.0,0.0,0
1,3,1,1,138.0,1,19,129.3,1,0,0,1,0,1,18,0,7,6,0.8571428571428571,13.271666666666668,8,7,0.875,12.94375,1
1,6,1,1,136.0,3,38,125.7,1,0,0,1,0,0,20,0,7,6,0.8571428571428571,13.548333333333334,8,6,0.75,14.775,1
1,1,1,1,143.0,3,3,144.8,0,0,0,1,0,0,19,0,6,6,1.0,12.166666666666666,6,6,1.0,12.5,1
1,1,1,1,133.1,38,19,98.6,0,0,0,1,0,0,21,0,6,2,0.3333333333333333,11.0,6,0,0.0,0.0,0
1,1,1,1,136.0,38,37,126.9,1,0,0,1,0,1,19,0,7,7,1.0,13.285714285714286,7,7,1.0,14.428571428571429,1
1,1,1,1,139.0,19,38,146.7,1,0,0,1,0,1,20,0,6,6,1.0,13.333333333333334,6,6,1.0,14.0,1
1,1,1,1,125.0,1,1,117.0,0,0,0,1,0,1,21,0,8,8,1.0,13.2575,8,8,1.0,13.2575,1
1,1,1,39,130.0,37,38,130.0,1,0,0,1,0,0,23,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,137.0,1,38,125.8,0,0,0,0,0,1,18,0,6,6,1.0,12.666666666666666,6,2,0.3333333333333333,11.5,0
2,1,0,3,130.0,3,1,160.0,0,0,0,1,0,0,30,0,5,5,1.0,14.6,5,5,1.0,15.4,0
1,1,1,1,130.0,9,19,134.2,1,0,0,1,0,0,20,0,5,0,0.0,0.0,5,0,0.0,0.0,0
2,2,1,1,160.0,37,37,96.0,0,0,0,0,0,0,29,0,5,3,0.6,12.333333333333334,5,0,0.0,0.0,0
1,1,1,1,100.0,38,38,101.8,1,0,0,1,0,0,24,0,5,5,1.0,10.8,5,2,0.4,11.0,1
1,1,1,1,136.0,19,1,125.2,1,0,0,1,0,0,20,0,6,6,1.0,11.666666666666666,6,6,1.0,11.333333333333334,1
1,1,0,1,117.0,37,37,100.0,0,0,0,1,0,0,27,0,6,4,0.6666666666666666,12.5,6,6,1.0,14.333333333333334,0
2,1,1,3,140.0,37,37,140.0,0,0,0,1,0,0,23,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,132.0,19,19,120.0,0,0,0,1,0,1,23,0,6,6,1.0,15.333333333333334,6,6,1.0,14.166666666666666,1
1,3,1,1,147.0,1,1,134.3,1,0,0,1,0,0,18,0,8,7,0.875,14.2,8,7,0.875,14.2,1
1,1,1,1,158.0,38,38,144.7,1,0,0,1,0,1,19,0,6,6,1.0,14.833333333333334,6,6,1.0,14.666666666666666,1
1,6,1,1,142.0,19,37,131.9,1,0,0,1,0,0,19,0,7,7,1.0,13.642857142857142,8,8,1.0,14.3875,0
1,1,1,1,143.0,1,38,136.7,1,0,0,1,0,1,18,0,6,6,1.0,13.833333333333334,6,6,1.0,14.0,0
1,2,1,1,135.0,1,1,129.8,1,0,0,1,0,0,19,0,6,6,1.0,11.833333333333334,6,6,1.0,13.0,1
1,1,1,1,160.0,1,38,146.5,0,0,0,1,0,1,18,0,6,6,1.0,13.428571428571429,6,6,1.0,13.5,1
1,1,0,1,120.0,37,37,122.5,1,0,0,1,0,0,29,0,13,8,0.6153846153846154,10.5,12,9,0.75,10.333333333333334,1
1,2,1,19,133.1,37,37,117.8,0,0,0,1,0,0,24,0,7,6,0.8571428571428571,11.416666666666666,8,8,1.0,11.9625,1
1,2,1,1,133.1,37,38,106.0,1,0,0,1,0,0,19,0,7,2,0.2857142857142857,12.75,7,2,0.2857142857142857,11.0,0
1,1,1,1,133.0,1,38,119.0,0,0,0,1,0,0,19,0,7,6,0.8571428571428571,11.15,7,7,1.0,12.814285714285717,1
1,1,1,1,120.0,38,19,115.1,0,0,0,1,0,0,19,0,6,3,0.5,11.666666666666666,6,5,0.8333333333333334,13.625,1
1,4,1,1,106.0,37,19,116.9,1,0,0,1,0,0,20,0,6,6,1.0,11.5,6,5,0.8333333333333334,12.4,1
1,2,1,1,148.0,1,19,141.7,0,0,0,1,0,0,18,0,6,6,1.0,13.833333333333334,6,6,1.0,12.666666666666666,1
1,2,1,1,134.0,1,19,127.7,1,0,0,0,0,0,18,0,6,6,1.0,11.714285714285714,6,4,0.6666666666666666,11.333333333333334,0
1,5,1,1,130.0,19,1,122.1,1,0,0,1,0,1,19,0,7,7,1.0,11.678571428571429,8,7,0.875,13.0375,1
1,1,1,1,150.0,3,3,153.5,1,0,0,1,0,0,19,0,6,6,1.0,15.714285714285714,6,6,1.0,14.666666666666666,0
1,1,1,1,141.0,1,19,141.4,1,0,0,1,0,1,18,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,1,140.0,19,37,135.8,1,0,0,1,0,1,19,0,6,6,1.0,13.0,6,6,1.0,13.0,1
1,2,1,1,138.0,3,3,127.5,1,0,0,1,0,1,18,0,7,7,1.0,14.485714285714286,8,8,1.0,14.58888888888889,1
1,1,0,1,130.0,37,37,151.6,0,0,0,1,0,0,24,0,5,5,1.0,12.285714285714286,5,5,1.0,12.125,1
1,1,1,1,133.1,19,19,121.4,0,0,1,1,0,0,28,0,7,4,0.5714285714285714,13.375,7,5,0.7142857142857143,13.5,1
1,1,1,1,133.0,1,1,100.0,0,0,0,1,0,0,20,0,8,7,0.875,11.571428571428571,8,7,0.875,11.571428571428571,1
1,6,1,1,150.0,37,38,131.5,1,0,0,1,0,1,19,0,8,7,0.875,12.657142857142857,8,7,0.875,12.657142857142857,1
1,1,1,1,117.0,37,37,109.3,0,0,0,0,0,0,22,0,5,2,0.4,10.0,5,1,0.2,10.0,0
1,1,1,1,145.0,19,1,127.9,1,0,0,1,0,0,19,0,6,6,1.0,13.714285714285714,6,6,1.0,13.166666666666666,1
1,1,1,3,140.0,37,37,140.0,1,0,0,1,0,0,36,0,14,13,0.9285714285714286,13.071428571428571,11,11,1.0,13.0,1
1,1,1,39,160.0,37,38,160.0,0,0,0,1,0,1,19,0,6,6,1.0,15.333333333333334,6,6,1.0,14.0,1
1,1,1,1,125.0,4,3,119.8,0,0,0,1,0,0,18,0,6,5,0.8333333333333334,11.571428571428571,6,6,1.0,12.142857142857142,1
4,4,0,12,133.1,37,37,153.0,0,0,0,0,0,0,40,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,2,1,1,139.0,38,37,125.0,1,0,0,1,0,1,19,0,7,6,0.8571428571428571,12.9,7,6,0.8571428571428571,12.9,1
4,1,1,1,130.0,37,37,103.7,0,0,0,1,0,0,38,0,8,5,0.625,13.126,8,5,0.625,13.126,1
1,1,1,3,120.0,37,37,120.0,0,0,0,1,0,0,32,0,10,4,0.4,11.5,9,3,0.3333333333333333,11.666666666666666,0
1,1,1,1,160.0,1,37,146.0,1,0,0,1,0,0,19,0,6,3,0.5,10.333333333333334,6,5,0.8333333333333334,11.8,1
1,3,1,1,120.0,3,1,116.9,1,0,0,1,0,0,19,0,6,6,1.0,13.5,6,6,1.0,13.428571428571429,1
2,1,1,1,130.0,37,37,117.9,0,0,0,1,0,0,35,0,1,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,124.0,38,19,128.6,1,0,0,1,0,0,20,0,5,4,0.8,12.0,4,2,0.5,11.5,1
1,1,1,1,150.0,19,19,135.0,0,0,0,1,0,0,29,0,8,7,0.875,11.142857142857142,8,8,1.0,11.375,1
1,1,0,1,140.0,37,37,124.6,0,0,0,1,0,0,29,0,5,5,1.0,11.4,5,4,0.8,10.25,1
1,5,1,1,135.0,37,37,124.0,1,0,0,1,0,1,19,0,8,7,0.875,12.771428571428572,8,7,0.875,12.771428571428572,1
1,6,1,1,143.0,38,19,129.5,1,0,0,1,0,1,18,0,8,7,0.875,13.79857142857143,8,7,0.875,13.79857142857143,1
2,1,0,19,100.0,38,19,111.3,0,0,1,0,0,0,25,0,6,6,1.0,13.333333333333334,6,6,1.0,13.5,1
4,1,0,19,133.1,37,37,95.0,0,0,1,0,0,0,50,0,6,0,0.0,0.0,5,0,0.0,0.0,0
2,1,1,1,133.1,34,34,131.8,0,0,0,1,0,0,24,0,15,14,0.9333333333333333,11.357142857142858,14,13,0.9285714285714286,12.846153846153848,0
1,5,1,1,132.0,38,19,119.1,0,0,0,1,0,0,18,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,131.0,38,38,125.4,1,0,0,1,0,0,20,0,6,6,1.0,15.692307692307692,6,5,0.8333333333333334,14.428571428571429,1
1,1,1,1,147.0,1,37,140.7,1,0,1,1,0,1,20,0,18,18,1.0,15.052631578947368,13,13,1.0,14.538461538461538,1
1,1,0,1,141.0,37,37,131.9,0,0,0,1,0,0,21,0,10,6,0.6,11.5,10,5,0.5,12.4,0
1,1,1,1,160.0,38,1,124.0,0,0,1,1,1,0,28,0,8,7,0.875,11.0,6,1,0.16666666666666666,10.0,1
1,1,1,1,135.0,38,37,139.2,0,0,0,1,1,1,19,0,6,6,1.0,13.0,6,6,1.0,13.166666666666666,1
1,1,1,1,133.0,37,37,121.8,0,0,0,1,1,1,18,0,8,8,1.0,12.93875,8,8,1.0,12.93875,1
1,1,1,1,142.0,37,37,132.9,0,0,0,1,1,0,22,0,0,0,0.0,0.0,0,0,0.0,0.0,1
1,1,1,39,130.0,37,37,130.0,0,0,0,1,1,0,25,0,6,0,0.0,0.0,6,0,0.0,0.0,0
2,1,1,1,133.1,37,37,130.1,0,0,0,0,1,0,37,0,7,5,0.7142857142857143,13.0,7,5,0.7142857142857143,12.88,0
1,1,1,1,133.1,37,37,124.5,0,0,0,0,1,0,38,0,7,5,0.7142857142857143,12.18,7,4,0.5714285714285714,11.8125,0
2,1,1,1,130.0,19,38,162.3,0,0,0,1,1,0,36,0,6,3,0.5,11.333333333333334,6,5,0.8333333333333334,11.4,0
1,2,1,1,149.0,19,1,137.8,1,0,0,1,1,0,18,0,8,7,0.875,13.0,8,7,0.875,13.0,1
1,1,1,1,130.0,1,1,119.5,0,0,0,0,1,0,19,0,5,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,150.0,1,1,110.0,0,0,1,1,1,0,24,0,5,2,0.4,12.5,5,3,0.6,12.333333333333334,0
1,1,1,1,106.0,1,1,105.0,0,0,0,1,1,0,20,0,6,5,0.8333333333333334,11.0,6,5,0.8333333333333334,12.166666666666666,1
1,1,1,1,162.0,37,37,142.8,1,0,0,1,1,0,21,0,0,0,0.0,0.0,0,0,0.0,0.0,0
2,3,0,1,120.0,37,37,128.2,1,0,0,1,1,0,32,0,5,0,0.0,0.0,5,0,0.0,0.0,0
2,1,0,19,133.1,38,38,120.0,0,0,0,1,1,0,39,0,5,0,0.0,0.0,5,1,0.2,10.0,0
1,1,1,3,130.0,37,37,130.0,0,0,0,0,1,0,33,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,2,1,1,128.0,37,38,121.7,0,0,0,1,1,1,20,0,5,5,1.0,12.4,5,4,0.8,10.75,1
1,1,1,1,124.0,38,19,116.0,0,0,0,1,1,0,19,0,6,6,1.0,15.5,6,6,1.0,14.1,1
2,1,0,1,133.1,37,37,133.2,0,0,0,0,1,0,43,0,5,2,0.4,11.5,5,3,0.6,10.8,0
2,1,0,1,114.0,37,37,116.7,0,0,0,1,1,0,49,0,5,4,0.8,13.333333333333334,5,4,0.8,11.6,0
1,2,1,1,140.0,38,38,126.4,1,0,0,1,1,1,18,0,6,6,1.0,12.666666666666666,6,6,1.0,13.5,1
1,1,1,1,160.0,1,37,140.0,0,0,0,1,1,0,27,0,6,0,0.0,0.0,6,0,0.0,0.0,1
1,1,1,1,122.0,1,19,120.3,1,0,0,1,1,1,19,0,5,5,1.0,12.6,5,5,1.0,13.6,0
1,1,1,1,140.0,37,37,118.0,0,0,1,1,1,1,45,0,6,6,1.0,13.5,6,0,0.0,0.0,0
1,1,1,1,160.0,37,12,149.5,1,0,0,0,1,0,19,0,6,6,1.0,13.0,6,6,1.0,13.0,1
1,1,1,39,130.0,1,3,130.0,0,0,0,1,1,1,21,0,6,6,1.0,11.714285714285714,6,4,0.6666666666666666,11.75,1
1,1,1,1,141.0,1,1,126.3,0,0,0,1,1,1,18,0,6,6,1.0,12.166666666666666,6,5,0.8333333333333334,13.0,1
1,3,1,1,127.0,37,37,116.2,0,0,0,1,1,0,18,0,5,0,0.0,0.0,5,0,0.0,0.0,0
1,1,1,1,126.0,37,37,126.0,0,0,0,0,1,0,29,0,6,0,0.0,0.0,6,0,0.0,0.0,0
1,1,1,1,131.0,1,1,122.3,0,0,0,1,1,0,19,0,5,5,1.0,11.5,5,5,1.0,11.6,1
1,1,1,1,130.0,19,19,119.5,1,0,0,1,1,1,18,0,5,4,0.8,11.25,5,4,0.8,12.25,1
1,1,1,39,130.0,1,1,131.8,0,0,0,1,1,1,22,0,7,7,1.0,12.285714285714286,9,8,0.8888888888888888,12.375,1
1,6,1,1,140.0,1,1,130.7,1,0,0,1,1,1,18,0,7,7,1.0,12.718571428571428,8,8,1.0,12.805555555555555,0
1,1,1,39,140.0,1,19,140.0,0,0,0,1,1,0,20,0,6,5,0.8333333333333334,12.4,6,2,0.3333333333333333,15.0,1
1,1,1,1,140.0,19,19,129.5,1,0,0,1,1,0,20,0,0,0,0.0,0.0,0,0,0.0,0.0,0
4,1,1,19,133.1,37,37,130.0,0,0,1,1,1,1,29,0,6,1,0.16666666666666666,14.0,6,0,0.0,0.0,0
1,1,1,1,120.0,11,11,114.0,1,0,0,1,1,0,29,0,5,3,0.6,11.666666666666666,5,4,0.8,11.25,0
1,1,1,1,121.0,1,1,121.0,1,0,0,1,1,0,23,0,6,1,0.16666666666666666,13.0,6,4,0.6666666666666666,11.25,1
1,1,1,1,123.0,3,12,116.4,1,0,1,1,1,0,19,0,0,0,0.0,0.0,0,0,0.0,0.0,0
1,1,1,1,136.0,38,38,121.7,1,0,0,1,1,0,18,0,5,0,0.0,0.0,5,1,0.2,12.0,0
2,1,1,1,136.0,2,2,130.0,1,0,0,1,1,0,22,0,6,4,0.6666666666666666,11.5,6,2,0.3333333333333333,12.5,0
1,1,0,1,120.0,37,37,120.0,1,0,1,1,1,0,34,0,10,7,0.7,11.714285714285714,10,6,0.6,11.5,0
1,1,0,4,160.0,3,3,125.0,0,0,0,1,1,0,26,0,5,5,1.0,12.6,5,5,1.0,13.714285714285714,1
1,1,1,1,125.0,37,37,134.1,1,0,0,1,1,0,24,0,17,13,0.7647058823529411,11.642857142857142,17,12,0.7058823529411765,11.25,0
1,1,1,1,146.0,1,1,149.5,1,0,0,1,1,1,17,0,6,6,1.0,14.875,6,6,1.0,13.428571428571429,1
1,4,1,1,117.0,3,3,113.2,0,0,0,1,1,0,21,0,5,2,0.4,10.0,5,3,0.6,10.333333333333334,1
2,1,0,1,150.0,1,4,146.0,0,0,0,1,1,0,34,0,5,5,1.0,14.2,5,5,1.0,14.6,1
1,1,1,39,140.0,19,38,140.0,1,0,0,1,1,0,19,0,6,6,1.0,12.714285714285714,6,6,1.0,13.5,1
2,1,1,1,111.0,1,3,162.4,0,0,1,0,1,0,49,0,12,5,0.4166666666666667,11.6,7,5,0.7142857142857143,11.2,0
1,1,1,1,120.0,2,4,136.6,0,0,0,1,1,0,23,0,7,5,0.7142857142857143,11.94,7,6,0.8571428571428571,12.2,0
1,3,1,1,111.0,1,19,111.0,1,0,0,1,1,0,18,0,5,4,0.8,11.6,5,3,0.6,14.2,0
1,1,1,1,118.0,12,1,115.7,0,0,0,1,1,0,20,0,7,5,0.7142857142857143,12.7,8,7,0.875,13.475,1
1,3,1,1,106.0,3,1,105.7,1,0,0,1,1,0,19,0,6,6,1.0,13.333333333333334,6,5,0.8333333333333334,13.8,1
1,1,1,39,120.0,3,1,128.2,1,0,0,1,1,0,24,0,9,8,0.8888888888888888,13.333333333333334,10,9,0.9,13.11111111111111,1
1,1,1,1,151.0,1,38,137.0,1,0,0,1,1,0,18,0,5,5,1.0,13.4,5,5,1.0,15.0,1
